from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
148,14996,74.0,"['L5R', 'L3', '325']","['6', '35', 'PD111']","['35', '117', 'PD892']","[3.4, 1.9, 12.4]",40.0,4.7,3.5,"[1.6, 1.6, 1.9]",71.1,2
149,14996,61.0,"['117c', 'L4V', '506']","['PB104', '93', 'PD553']","['PC155', '79', 'PD579']","[15.6, 11.1, 5.0]",10.2,11.4,6.3,"[1.5, 2.0, 1.1]",64.2,1
150,14996,84.0,"['B18', 'L3', 'L6', '506e']","['PB1339', '108', '106', 'PD115']","['PB1000', '106', '105', 'PD590']","[14.6, 25.2, 1.4, 5.1]",4.8,11.3,12.1,"[3.5, 4.9, 2.0, 1.6]",86.4,1
151,14996,55.0,"['G01', 'L2V', 'L6', '506']","['PG667', '28', '29', 'PD115']","['PG669', '29', '105', 'PD590']","[2.1, 8.9, 7.3, 4.2]",6.6,11.3,5.5,"[1.4, 2.5, 2.3, 1.2]",53.3,2
152,14996,65.0,"['G04', 'L2V', 'L6', '506v']","['PG845', '39', '29', 'PD115']","['PG1583', '29', '105', 'PD590']","[15.9, 10.7, 7.3, 4.7]",1.2,11.3,7.8,"[1.3, 3.7, 1.2, 1.1]",66.3,1
153,14996,50.0,"['226', 'L4V', '516']","['PE242', '36', 'PD553']","['PE1342', '79', 'PD579']","[2.5, 15.3, 5.7]",2.9,11.4,3.6,"[1.0, 3.2, 1.7]",47.2,2
154,14996,65.0,"['323', 'L4V', '507']","['PE551', '80', 'PD553']","['PE561', '79', 'PD579']","[11.6, 12.2, 5.5]",15.0,11.4,8.2,"[3.6, 1.9, 1.5]",71.0,1
155,14996,70.0,"['L5V', 'L6', '508']","['63', '61', 'PD529']","['61', '105', 'PD530']","[29.1, 2.4, 3.0]",13.6,12.0,4.0,"[1.4, 3.5, 2.7]",71.6,9
156,14996,56.0,"['211', 'L4A', 'L4V', '516']","['PE174', '43', '99', 'PD553']","['PE177', '99', '79', 'PD579']","[3.6, 4.3, 8.7, 5.7]",7.6,11.4,3.8,"[1.9, 1.0, 1.9, 1.1]",51.0,1
157,14996,41.0,"['712', 'L4V', '507c']","['PE32', '55', 'PD553']","['PD85', '79', 'PD579']","[2.8, 6.4, 5.5]",3.3,11.4,4.8,"[2.6, 2.6, 1.5]",40.9,1
158,14996,38.0,['325'],['PD348'],['PD892'],[15.0],21.3,4.7,0.0,[1.1],42.2,1
159,14996,73.0,"['B06', 'L3', '519']","['PB1906', '109', 'PD427']","['PB964', '35', 'PD590']","[13.8, 20.9, 14.7]",3.1,11.3,2.3,"[1.9, 3.9, 1.5]",73.4,2
160,14996,54.0,"['L2R', 'L5R', '506']","['20', '4', 'PD524']","['4', '35', 'PD590']","[8.9, 8.6, 11.9]",7.2,11.3,3.9,"[3.3, 1.8, 2.2]",59.0,1
161,14996,66.0,"['223', 'L4A', 'L4V', '506']","['PG412', '39', '99', 'PD553']","['PG61', '99', '79', 'PD579']","[11.1, 10.6, 8.7, 5.0]",12.3,11.4,4.2,"[1.2, 1.3, 1.4, 1.0]",68.2,1
162,14996,49.0,"['E03', 'L4V', '506']","['PE373', '99', 'PD553']","['PE184', '79', 'PD579']","[3.2, 8.7, 5.0]",6.3,11.4,6.7,"[2.2, 2.3, 1.7]",47.4,4
163,14996,27.0,['325'],['PD111'],['PD892'],[12.4],3.7,4.7,0.0,[2.7],23.6,16
164,14996,59.0,"['F27', 'L4V', '507c']","['PF37', '34', 'PD553']","['PF311', '79', 'PD579']","[9.8, 19.6, 5.5]",2.4,11.4,4.6,"[1.4, 3.3, 1.3]",59.4,1
165,14996,8.0,[],[],[],[],,,0.0,[],8.3,60
166,14996,89.0,"['428e', 'L3', 'L2R', 'L6', '508']","['PB488', '108', '12', '29', 'PD529']","['PB1979', '12', '29', '105', 'PD530']","[10.8, 11.4, 8.4, 7.3, 3.0]",12.4,12.0,9.9,"[3.0, 4.2, 1.5, 1.6, 1.9]",87.4,1
167,14996,59.0,"['205c', 'L4V', '507']","['PF79', '66', 'PD553']","['PF81', '79', 'PD579']","[2.7, 21.6, 5.5]",9.7,11.4,3.8,"[1.6, 2.9, 1.1]",60.4,2
168,14996,47.0,"['117', '106']","['PD32', 'PD88']","['PD34', 'PD98']","[4.0, 13.4]",9.3,10.6,7.8,"[3.0, 1.4]",49.5,2
169,14996,50.0,"['226', 'L4V', '516']","['PE242', '36', 'PD553']","['PE1342', '79', 'PD579']","[2.5, 15.3, 5.7]",2.9,11.4,3.6,"[5.2, 3.6, 2.4]",52.5,1
170,14996,64.0,"['F06', 'L4A', 'L4V', '506']","['PG640', '39', '99', 'PD553']","['PG1583', '99', '79', 'PD579']","[9.4, 10.6, 8.7, 5.0]",3.3,11.4,5.9,"[1.2, 1.9, 3.8, 1.9]",63.1,1
171,14996,70.0,"['712', '106']","['PF12', 'PD85']","['PD85', 'PD98']","[24.0, 19.8]",12.5,10.6,0.0,"[4.8, 1.0]",72.7,1
172,14996,79.0,"['546e', 'L5R', 'L6', '508', '325']","['PI378', '68', '61', 'PD529', 'PD530']","['PI230', '61', '105', 'PD530', 'PD892']","[9.9, 35.1, 2.4, 3.0, 1.5]",2.1,4.7,5.4,"[3.6, 1.5, 1.5, 2.1, 1.5]",74.3,1
