from_id,to_id,travel_time,routes,board_stops,alight_stops,ride_times,access_time,egress_time,transfer_time,wait_times,total_time,n_iterations
10152,14995,11.0,[],[],[],[],,,0.0,[],11.3,57
10153,14995,46.0,"['106', 'L6', 'L2R', '507']","['PD1428', '105', '29', 'PA450']","['PD162', '29', '70', 'PA322']","[15.0, 7.1, 1.6, 3.6]",2.5,3.3,5.3,"[1.4, 3.3, 1.0, 1.3]",45.3,3
10154,14995,20.0,['509'],['PI545'],['PA433'],[8.9],5.1,3.4,0.0,[1.8],19.1,2
10155,14995,41.0,"['L3', '507']","['24', 'PA446']","['116', 'PA322']","[11.7, 9.1]",12.4,3.3,2.1,"[2.0, 2.8]",43.5,10
10156,14995,68.0,"['303e', 'B18e', 'L3', 'L2R', '509']","['PB402', 'PB468', '108', '12', 'PA450']","['PB468', 'PB1979', '12', '70', 'PA452']","[13.1, 8.4, 11.4, 6.8, 3.0]",3.8,4.6,7.2,"[2.0, 3.3, 2.1, 1.6, 1.3]",68.6,1
10157,14995,24.0,"['L1', '507']","['2', 'PA335']","['38', 'PA433']","[3.5, 6.8]",8.7,3.4,1.8,"[2.3, 1.5]",27.9,4
10158,14995,23.0,"['L1', '507']","['2', 'PA335']","['38', 'PA433']","[3.5, 6.8]",8.7,3.4,1.8,"[1.7, 1.3]",27.1,3
10159,14995,17.0,['506'],['PA446'],['PA452'],[8.0],6.2,4.6,0.0,[1.6],20.4,2
10160,14995,21.0,"['L1', '507']","['44', 'PA335']","['38', 'PA433']","[2.1, 6.8]",5.8,3.4,1.8,"[1.0, 1.0]",21.9,1
10161,14995,33.0,"['203', 'L6', 'L2R', '507']","['PH157', '104', '29', 'PA450']","['PH161', '29', '70', 'PA322']","[7.1, 1.1, 1.6, 3.6]",4.5,3.3,4.3,"[1.2, 1.2, 2.4, 2.1]",32.4,1
10162,14995,35.0,"['116', 'L2R', '506v']","['PB153', '72', 'PA450']","['PB317', '70', 'PA452']","[5.3, 8.2, 3.3]",3.6,4.6,2.1,"[2.4, 1.4, 2.4]",33.3,5
10163,14995,27.0,"['511', '509']","['PI439', 'PA289']","['PA832', 'PA433']","[7.9, 2.9]",5.6,3.4,2.4,"[1.0, 1.8]",25.1,1
10164,14995,50.0,"['D14', 'L5R', 'L6', 'L2R', '506']","['PD1363', '1', '61', '29', 'PA450']","['PD1185', '61', '29', '70', 'PA452']","[17.4, 3.1, 4.0, 1.6, 3.0]",1.8,4.6,2.2,"[1.8, 3.0, 2.0, 2.7, 1.1]",48.3,2
10165,14995,46.0,"['I20', 'L5V', 'L1', '507']","['PI582', '63', '91', 'PA368']","['PI1024', '91', '26', 'PA433']","[7.6, 8.2, 8.6, 9.0]",2.9,3.4,6.2,"[2.9, 1.9, 1.5, 2.1]",54.4,1
10166,14995,25.0,"['L2V', 'L2R', '509']","['19', '29', 'PA450']","['29', '70', 'PA452']","[4.6, 1.6, 3.0]",3.8,4.6,1.3,"[1.8, 3.1, 2.2]",26.0,1
10167,14995,50.0,"['L5V', 'L6', 'L2R', '507']","['98', '61', '29', 'PA450']","['61', '29', '70', 'PA322']","[11.9, 4.0, 1.6, 3.6]",21.0,3.3,1.3,"[1.2, 2.2, 3.3, 1.0]",54.4,1
10168,14995,24.0,['506e'],['PA448'],['PA452'],[5.2],15.4,4.6,0.0,[1.5],26.7,3
10169,14995,23.0,"['226', '507']","['PA196', 'PA449']","['PA57', 'PA322']","[4.9, 5.7]",3.5,3.3,1.2,"[1.3, 1.1]",21.0,1
10170,14995,30.0,"['B03', '119']","['PB1970', 'PA354']","['PA329', 'PA276']","[4.2, 13.4]",2.5,4.3,4.6,"[2.2, 1.3]",32.5,1
10171,14995,63.0,"['G08v', 'MTN', 'L6', 'L2R', '507']","['PG1907', 'PT0219', '102', '29', 'PA450']","['PG698', 'PT0212', '29', '70', 'PA322']","[6.3, 16.9, 4.6, 1.6, 3.6]",9.3,3.3,4.4,"[3.0, 3.5, 3.0, 3.6, 1.8]",64.7,2
10172,14995,19.0,['506'],['PA444'],['PA452'],[10.3],7.8,4.6,0.0,[1.1],23.8,1
10173,14995,33.0,"['301', '119']","['PB385', 'PA774']","['PA49', 'PA276']","[8.0, 10.3]",5.4,4.3,4.8,"[2.2, 1.1]",36.0,1
10174,14995,,[],[],[],[],,,,[],,
10175,14995,26.0,"['203e', '506e']","['PA101', 'PA446']","['PA105', 'PA452']","[5.3, 7.1]",6.1,4.6,1.9,"[1.4, 2.3]",28.5,1
10176,14995,20.0,"['L2R', '506e']","['4', 'PA450']","['70', 'PA452']","[4.4, 2.6]",5.3,4.6,1.3,"[1.2, 1.1]",20.5,1
10177,14995,31.0,"['481', 'L1', '507']","['PI40', '50', 'PA335']","['PI1661', '38', 'PA433']","[8.3, 6.1, 6.8]",3.0,3.4,3.8,"[3.5, 1.9, 2.1]",38.7,1
10178,14995,20.0,"['511', '506v']","['PA368', 'PA289']","['PA832', 'PA433']","[4.0, 3.2]",3.7,3.4,2.4,"[3.5, 3.0]",23.3,1
10179,14995,33.0,"['L3', '506e']","['24', 'PD564']","['35', 'PA452']","[9.5, 12.0]",1.7,4.6,3.2,"[2.9, 1.7]",35.6,1
10180,14995,,[],[],[],[],,,,[],,
10181,14995,38.0,"['214', 'L3', 'L2R', '506']","['PB856', '113', '12', 'PA450']","['PB901', '12', '70', 'PA452']","[8.9, 2.2, 6.8, 3.0]",0.9,4.6,2.3,"[1.9, 1.6, 3.0, 2.0]",37.2,2
10182,14995,19.0,['506v'],['PA445'],['PA452'],[9.2],3.3,4.6,0.0,[2.6],19.6,3
10183,14995,28.0,"['204', 'L1', '507']","['PA135', '89', 'PA335']","['PA115', '38', 'PA433']","[4.8, 5.8, 6.8]",0.3,3.4,3.5,"[3.4, 1.3, 3.0]",32.3,1
10184,14995,44.0,"['422c', 'L5R', 'L2R', '506e']","['PJ1704', '73', '4', 'PA450']","['PJ124', '4', '70', 'PA452']","[10.3, 12.0, 4.4, 2.6]",1.2,4.6,2.7,"[1.7, 2.3, 2.9, 2.3]",47.0,1
10185,14995,24.0,"['L2V', 'L2R', '507']","['90', '29', 'PA450']","['29', '70', 'PA322']","[2.3, 1.6, 3.6]",4.8,3.3,1.3,"[3.6, 1.5, 1.9]",23.9,19
10186,14995,21.0,"['L1', 'L2R', '506v']","['26', '44', 'PA450']","['44', '70', 'PA452']","[3.4, 2.6, 3.3]",4.2,4.6,1.3,"[1.5, 3.9, 1.3]",26.0,1
10187,14995,23.0,"['L2R', '506v']","['12', 'PA450']","['70', 'PA452']","[6.8, 3.3]",2.4,4.6,1.3,"[1.9, 3.0]",23.2,13
10188,14995,,[],[],[],[],,,,[],,
10189,14995,62.0,"['E03', 'L4A', 'L2R', '507']","['PE412', '99', '39', 'PA450']","['PE1296', '39', '70', 'PA322']","[16.9, 10.4, 14.0, 3.6]",4.3,3.3,3.0,"[1.6, 1.5, 3.1, 2.5]",64.2,1
10190,14995,24.0,"['L2R', '509']","['29', 'PA450']","['70', 'PA452']","[1.6, 3.3]",10.2,4.6,1.3,"[3.3, 1.9]",26.2,4
10191,14995,18.0,"['125', '506e']","['PA233', 'PA450']","['PA234', 'PA452']","[5.7, 2.6]",1.2,4.6,1.9,"[1.8, 2.9]",20.7,1
10192,14995,18.0,['506'],['PA451'],['PA452'],[0.9],12.4,4.6,0.0,[1.2],19.0,4
10193,14995,34.0,"['L3', 'L2R', '506v']","['112', '12', 'PA450']","['12', '70', 'PA452']","[4.3, 6.8, 3.3]",6.3,4.6,1.3,"[3.2, 2.8, 2.2]",34.8,5
10194,14995,45.0,"['107c', 'L3', 'L2R', '506v']","['PB32', '111', '12', 'PA450']","['PB35', '12', '70', 'PA452']","[4.2, 6.4, 6.8, 3.3]",11.0,4.6,2.6,"[1.3, 1.6, 2.2, 2.0]",45.9,1
10195,14995,,[],[],[],[],,,,[],,
10196,14995,,[],[],[],[],,,,[],,
10197,14995,,[],[],[],[],,,,[],,
10198,14995,,[],[],[],[],,,,[],,
10199,14995,28.0,"['L6', 'L2R', '506']","['105', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",3.0,4.6,1.3,"[1.9, 3.6, 2.4]",28.5,18
10200,14995,22.0,['506'],['PI544'],['PA433'],[10.2],8.2,3.4,0.0,[1.4],23.2,3
10201,14995,45.0,"['L3', 'L2R', '506e']","['111', '12', 'PA450']","['12', '70', 'PA452']","[6.4, 6.8, 2.6]",20.0,4.6,1.3,"[1.8, 3.6, 2.5]",49.5,1
10202,14995,55.0,"['D02', 'L3', '506']","['PD1013', '120', 'PA446']","['PD448', '116', 'PA452']","[11.2, 12.0, 8.0]",6.3,4.6,3.8,"[1.9, 4.8, 4.6]",57.2,15
10203,14995,31.0,['506e'],['PI40'],['PA433'],[23.0],3.0,3.4,0.0,[3.7],33.2,14
10204,14995,28.0,"['L5R', 'L3', '507']","['1', '35', 'PA446']","['35', '116', 'PA322']","[5.3, 1.9, 9.1]",0.9,3.3,2.1,"[2.7, 1.6, 1.8]",28.7,5
10205,14995,28.0,"['H02', 'L2R', '506v']","['PH451', '53', 'PA450']","['PH129', '70', 'PA452']","[1.7, 7.0, 3.3]",1.2,4.6,3.7,"[1.3, 2.8, 1.5]",27.0,1
10206,14995,33.0,"['L3', '506e']","['117', 'PA446']","['116', 'PA452']","[4.1, 7.1]",10.0,4.6,2.1,"[2.0, 2.8]",32.7,5
10207,14995,37.0,"['L5R', 'L3', '506v']","['77', '35', 'PA446']","['35', '116', 'PA452']","[3.7, 1.9, 8.7]",11.6,4.6,2.1,"[2.0, 2.1, 1.2]",37.9,1
10208,14995,24.0,"['205', '507']","['PA663', 'PA447']","['PA141', 'PA322']","[4.8, 8.0]",0.8,3.3,1.5,"[2.4, 1.9]",22.6,6
10209,14995,26.0,"['L2R', '507']","['47', 'PA450']","['70', 'PA322']","[10.7, 3.6]",2.1,3.3,1.3,"[1.5, 4.0]",26.5,19
10210,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[1.3, 3.5]",36.0,9
10211,14995,42.0,"['428', 'L2R', '509']","['PG251', '39', 'PA450']","['PG1573', '70', 'PA452']","[4.1, 14.0, 3.0]",5.2,4.6,5.2,"[1.6, 1.8, 2.2]",41.6,1
10212,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[2.8, 2.1]",36.2,17
10213,14995,32.0,"['L2V', 'L2R', '507']","['19', '29', 'PA450']","['29', '70', 'PA322']","[4.6, 1.6, 3.6]",10.5,3.3,1.3,"[2.4, 2.7, 1.9]",31.9,22
10214,14995,23.0,"['L1', '507']","['2', 'PA335']","['38', 'PA433']","[3.5, 6.8]",3.8,3.4,1.8,"[1.8, 2.1]",23.1,14
10215,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[3.3, 1.7]",36.3,15
10216,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[2.8, 1.4]",35.5,12
10217,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[2.3, 2.4]",36.0,11
10218,14995,30.0,"['L3', '507']","['118', 'PD564']","['35', 'PA322']","[5.3, 15.1]",2.8,3.3,3.2,"[2.8, 2.0]",34.5,1
10219,14995,26.0,"['514', '507']","['PA689', 'PA599']","['PA599', 'PA433']","[3.2, 13.3]",4.4,3.4,0.0,"[2.8, 2.2]",29.4,2
10220,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[2.8, 2.5]",36.7,10
10221,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[3.7, 1.0]",36.0,10
10222,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[1.6, 3.0]",35.8,20
10223,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[2.5, 2.3]",36.0,12
10224,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[3.0, 2.1]",36.3,17
10225,14995,23.0,"['L5R', 'L2R', '506e']","['76', '4', 'PA450']","['4', '70', 'PA452']","[3.7, 4.4, 2.6]",2.6,4.6,1.3,"[3.6, 3.9, 3.3]",29.9,2
10226,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[3.3, 1.3]",35.8,22
10227,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[2.1, 2.8]",36.2,17
10228,14995,35.0,"['L2R', '506']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",11.7,4.6,1.3,"[3.6, 1.2]",36.1,12
10229,14995,,[],[],[],[],,,,[],,
10230,14995,30.0,"['L2R', '506']","['16', 'PA450']","['70', 'PA452']","[9.3, 3.0]",7.4,4.6,1.3,"[2.7, 2.5]",30.8,10
10231,14995,37.0,['506'],['PD579'],['PA452'],[28.0],7.9,4.6,0.0,[1.6],42.1,1
10232,14995,28.0,"['L6', 'L2R', '509']","['105', '29', 'PA450']","['29', '70', 'PA452']","[7.1, 1.6, 3.0]",3.0,4.6,1.3,"[2.3, 3.7, 2.8]",29.4,1
10233,14995,56.0,"['308c', 'L3', 'L2R', '509']","['PB1882', '108', '12', 'PA450']","['PB1988', '12', '70', 'PA452']","[13.3, 11.4, 6.8, 3.0]",1.6,4.6,5.7,"[3.4, 1.5, 1.5, 2.6]",55.2,3
10234,14995,26.0,['507'],['PA443'],['PA322'],[13.1],7.7,3.3,0.0,[2.5],26.4,21
10235,14995,33.0,"['L3', 'L2R', '509']","['112', '12', 'PA450']","['12', '70', 'PA452']","[4.3, 6.8, 3.3]",5.4,4.6,1.3,"[4.7, 1.2, 4.5]",36.0,2
10236,14995,12.0,['507'],['PA459'],['PA322'],[0.9],5.9,3.3,0.0,[1.2],11.3,4
10237,14995,31.0,"['L2R', '507']","['16', 'PA450']","['70', 'PA322']","[9.3, 3.6]",9.0,3.3,1.3,"[2.1, 2.9]",31.4,22
10238,14995,50.0,"['D14', 'D10', 'L4V', 'L3', '506e']","['PD1362', 'PD668', '84', '24', 'PA446']","['PD668', 'PD1356', '24', '116', 'PA452']","[1.5, 2.7, 5.8, 11.7, 7.1]",1.2,4.6,4.6,"[1.5, 1.6, 1.1, 1.6, 1.2]",46.3,1
10239,14995,32.0,"['208', 'L2R', '506']","['PB313', '72', 'PA450']","['PB317', '70', 'PA452']","[6.4, 8.2, 3.0]",4.4,4.6,2.1,"[1.5, 1.8, 1.4]",33.5,2
10240,14995,40.0,"['106', '507']","['PD94', 'PD581']","['PD161', 'PA322']","[6.7, 26.0]",0.3,3.3,0.6,"[2.4, 1.3]",40.6,2
10241,14995,61.0,"['106', 'L4R', 'L5V', 'L6', 'L2R', '506v']","['PE39', '55', '98', '61', '29', 'PA450']","['PD85', '98', '61', '29', '70', 'PA452']","[13.0, 3.6, 11.9, 4.0, 1.6, 3.3]",0.6,4.6,3.3,"[1.9, 2.9, 1.3, 3.8, 1.4, 1.2]",58.3,1
10242,14995,37.0,"['L2R', '507']","['16', 'PA450']","['70', 'PA322']","[9.3, 3.6]",15.1,3.3,1.3,"[2.9, 1.8]",37.1,20
10243,14995,24.0,"['L2R', '509']","['45', 'PA450']","['70', 'PA452']","[4.4, 3.0]",6.8,4.6,1.3,"[2.8, 2.1]",25.0,1
10244,14995,26.0,"['L5R', 'L2R', '506v']","['6', '4', 'PA450']","['4', '70', 'PA452']","[4.6, 4.4, 3.3]",3.6,4.6,1.3,"[1.1, 3.8, 1.4]",28.0,2
10245,14995,21.0,"['L2R', '506v']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.3]",5.1,4.6,1.3,"[3.5, 2.3]",24.5,2
10246,14995,32.0,"['L2R', '506v']","['5', 'PA450']","['70', 'PA452']","[16.5, 3.3]",3.1,4.6,1.3,"[3.3, 1.6]",33.7,10
10247,14995,27.0,"['L1', '121']","['50', 'PA273']","['83', 'PA276']","[7.4, 4.3]",3.0,4.3,5.8,"[1.7, 2.2]",28.7,2
10248,14995,23.0,['121'],['PA272'],['PA276'],[5.9],14.9,4.3,0.0,[1.4],26.5,1
10249,14995,32.0,"['308', 'L2R', '506']","['PB1951', '12', 'PA450']","['PA84', '70', 'PA452']","[4.7, 6.8, 3.0]",3.5,4.6,3.4,"[1.4, 2.2, 1.3]",30.9,2
10250,14995,18.0,"['L2R', '509']","['4', 'PA450']","['70', 'PA452']","[4.4, 3.3]",4.8,4.6,1.3,"[1.6, 1.0]",20.9,1
10251,14995,26.0,"['206', '506v']","['PA92', 'PA447']","['PA95', 'PA452']","[4.8, 7.6]",4.8,4.6,2.9,"[3.0, 2.0]",29.6,1
10252,14995,26.0,['509'],['PA55'],['PA452'],[7.7],14.2,4.6,0.0,[1.6],28.1,1
10253,14995,20.0,['507'],['PA2'],['PA433'],[7.9],6.3,3.4,0.0,[3.1],20.7,7
10254,14995,45.0,"['209', '506e']","['PE117', 'PA446']","['PA151', 'PA452']","[24.6, 7.1]",1.6,4.6,1.6,"[2.5, 1.3]",43.3,1
10255,14995,52.0,"['D05', 'L4V', 'L3', '507']","['PD596', '79', '24', 'PA446']","['PD851', '24', '116', 'PA322']","[5.2, 2.8, 11.7, 9.1]",5.9,3.3,6.9,"[2.7, 1.6, 1.0, 2.5]",52.7,1
10256,14995,62.0,"['MTN', 'L6', 'L2R', '507']","['PT0217', '102', '29', 'PA450']","['PT0212', '29', '70', 'PA322']","[13.1, 4.6, 1.6, 3.6]",26.1,3.3,2.2,"[2.5, 2.2, 2.4, 1.0]",62.6,1
10257,14995,,"['MTR', '507']","['PT0222', 'PA368']","['PT0211', 'PA433']","[27.0, 9.0]",47.2,3.4,3.6,"[11.8, 6.2]",108.3,25
10258,14995,,[],[],[],[],,,,[],,
10259,14995,25.0,"['210', 'L1', '507']","['PI909', '97', 'PA335']","['PI341', '38', 'PA433']","[4.4, 2.2, 6.8]",2.1,3.4,2.5,"[2.0, 1.5, 1.5]",26.4,2
10260,14995,46.0,"['B10', 'B26', 'L3', 'L2R', '506']","['PB1124', 'PB1475', '113', '12', 'PA450']","['PB856', 'PB1953', '12', '70', 'PA452']","[2.7, 7.2, 2.2, 6.8, 3.0]",4.0,4.6,2.8,"[1.1, 2.7, 1.0, 2.6, 3.9]",44.7,1
10261,14995,25.0,"['L2R', '509']","['47', 'PA450']","['70', 'PA452']","[10.7, 3.0]",1.6,4.6,1.3,"[3.0, 2.8]",27.1,1
10262,14995,50.0,"['L4V', 'L5V', 'L3', '506']","['22', '98', '35', 'PA446']","['98', '35', '116', 'PA452']","[7.8, 14.1, 1.9, 8.0]",5.1,4.6,2.1,"[1.6, 2.1, 1.9, 2.8]",52.0,1
10263,14995,32.0,"['B27', 'L3', 'L5V', '121']","['PB1952', '113', '75', 'PA724']","['PB1954', '75', '78', 'PA276']","[1.5, 3.7, 2.9, 8.3]",3.3,4.3,1.2,"[1.8, 1.1, 2.2, 1.2]",31.5,1
10264,14995,43.0,"['D14', 'L5R', '506']","['PD18', '1', 'PD564']","['PD1185', '35', 'PA452']","[7.2, 5.3, 13.4]",6.7,4.6,4.1,"[3.6, 2.2, 1.6]",48.6,2
10265,14995,62.0,"['E03', 'L4A', 'L2R', '507']","['PE412', '99', '39', 'PA450']","['PE1296', '39', '70', 'PA322']","[16.9, 10.4, 14.0, 3.6]",4.3,3.3,3.0,"[4.3, 1.1, 1.9, 1.8]",64.5,2
10266,14995,35.0,"['L5V', '506e']","['18', 'PD564']","['35', 'PA452']","[5.3, 12.0]",8.3,4.6,3.2,"[2.1, 1.3]",36.8,1
10267,14995,32.0,"['L5V', '506e']","['61', 'PD564']","['35', 'PA452']","[1.6, 12.0]",12.3,4.6,3.2,"[2.8, 1.1]",37.6,1
10268,14995,73.0,"['B21', 'L3', 'L2R', '506v']","['PB539', '109', '12', 'PA450']","['PB964', '12', '70', 'PA452']","[33.3, 11.1, 6.8, 3.3]",2.5,4.6,2.7,"[1.0, 3.2, 2.9, 1.5]",73.0,1
10269,14995,25.0,"['303', 'L2R', '507']","['PA423', '4', 'PA450']","['PA303', '70', 'PA322']","[1.5, 4.4, 3.6]",2.7,3.3,5.2,"[1.9, 1.3, 1.9]",25.7,4
10270,14995,72.0,"['F12c', 'L4V', 'L5V', 'L6', 'L2R', '507']","['PF953', '69', '98', '61', '29', 'PA450']","['PF212', '98', '61', '29', '70', 'PA322']","[13.6, 14.4, 11.9, 4.0, 1.6, 3.4]",6.8,3.3,4.9,"[1.6, 1.9, 2.3, 1.2, 2.5, 1.4]",74.8,1
10271,14995,25.0,"['L5V', '507']","['87', 'PD564']","['35', 'PA322']","[1.5, 15.1]",0.1,3.3,3.2,"[1.5, 1.8]",26.3,4
10272,14995,74.0,"['308c', 'L3', 'L2R', '506']","['PB1932', '108', '12', 'PA450']","['PB1988', '12', '70', 'PA452']","[30.5, 11.4, 6.8, 2.8]",4.6,4.6,5.7,"[2.0, 2.3, 2.2, 1.4]",74.1,1
10273,14995,25.0,"['303', 'L2R', '507']","['PA423', '4', 'PA450']","['PA303', '70', 'PA322']","[1.5, 4.4, 3.6]",2.7,3.3,5.2,"[1.0, 1.5, 3.5]",26.6,1
10274,14995,44.0,"['501', 'L6', 'L3', '506']","['PC489', '107', '106', 'PA446']","['PC495', '106', '116', 'PA452']","[7.7, 2.1, 5.8, 8.0]",4.6,4.6,4.4,"[1.3, 5.3, 1.2, 2.4]",47.4,2
10275,14995,25.0,"['L5V', '507']","['87', 'PD564']","['35', 'PA322']","[1.5, 15.1]",0.1,3.3,3.2,"[1.9, 1.3]",26.3,4
10276,14995,31.0,"['209', '507']","['PA137', 'PA447']","['PA141', 'PA322']","[5.1, 8.0]",6.5,3.3,1.5,"[2.3, 1.5]",28.1,5
10277,14995,23.0,['119'],['PA272'],['PA276'],[5.9],14.9,4.3,0.0,[2.1],27.2,1
10278,14995,17.0,['510'],['PA233'],['PA469'],[3.8],2.2,11.2,0.0,[1.5],18.6,1
10279,14995,34.0,"['L2V', 'L2R', '506e']","['19', '29', 'PA450']","['29', '70', 'PA452']","[4.6, 1.6, 2.6]",12.4,4.6,1.3,"[1.5, 3.5, 1.2]",33.2,9
10280,14995,21.0,['119'],['PA774'],['PA276'],[9.9],4.0,4.3,0.0,[3.8],21.9,2
10281,14995,41.0,"['J18c', 'L5V', '121']","['PJ648', '91', 'PA724']","['PJ618', '78', 'PA276']","[7.1, 6.6, 8.3]",5.8,4.3,1.9,"[1.7, 2.6, 6.1]",44.3,1
10282,14995,23.0,"['201', '507']","['PA30', 'PA449']","['PA57', 'PA322']","[6.3, 5.7]",3.3,3.3,1.2,"[1.2, 2.9]",23.9,2
10283,14995,39.0,"['216', 'L3', '506e']","['PD228', '24', 'PA446']","['PD187', '116', 'PA452']","[1.8, 11.7, 7.1]",2.2,4.6,3.3,"[2.5, 1.9, 1.6]",36.7,2
10284,14995,29.0,"['204', '513', '121']","['PA136', 'PA182', 'PA273']","['PA115', 'PA377', 'PA276']","[2.8, 5.2, 4.3]",0.8,4.3,6.9,"[1.6, 1.0, 1.3]",28.3,1
10285,14995,31.0,"['H09', 'L2V', 'L2R', '507']","['PH650', '90', '29', 'PA450']","['PH113', '29', '70', 'PA322']","[3.3, 2.3, 1.6, 3.6]",1.9,3.3,3.2,"[2.7, 1.4, 3.0, 1.7]",27.8,7
10286,14995,25.0,['506e'],['PD564'],['PA452'],[12.0],8.4,4.6,0.0,[2.5],27.6,2
10287,14995,40.0,"['513', 'L3', '506e']","['PD340', '119', 'PA446']","['PD342', '116', 'PA452']","[2.1, 9.8, 7.1]",4.3,4.6,3.6,"[1.7, 4.3, 1.6]",39.0,1
10288,14995,38.0,"['L2R', '506e']","['39', 'PA450']","['70', 'PA452']","[14.0, 2.6]",11.2,4.6,1.3,"[3.5, 1.1]",38.3,6
10289,14995,47.0,"['F05', 'L2R', '507']","['PG1724', '39', 'PA450']","['PG1583', '70', 'PA322']","[9.1, 14.0, 3.6]",1.8,3.3,4.4,"[1.5, 2.4, 1.1]",41.2,2
10290,14995,38.0,"['L3', 'L2R', '506']","['112', '12', 'PA450']","['12', '70', 'PA452']","[4.3, 6.8, 3.0]",11.5,4.6,1.3,"[2.7, 2.2, 2.3]",38.7,13
10291,14995,25.0,['119'],['PA774'],['PA276'],[10.3],7.9,4.3,0.0,[2.8],25.2,32
10292,14995,16.0,['506e'],['PA446'],['PA452'],[7.1],2.2,4.6,0.0,[3.3],17.1,10
10293,14995,22.0,"['L1', 'L2R', '509']","['2', '44', 'PA450']","['44', '70', 'PA452']","[6.0, 2.6, 3.3]",0.7,4.6,1.3,"[1.0, 1.4, 1.1]",22.0,2
10294,14995,36.0,"['G18', 'L2R', '509']","['PG1307', '39', 'PA450']","['PG61', '70', 'PA452']","[2.5, 14.0, 3.3]",1.0,4.6,2.7,"[3.3, 2.5, 2.1]",36.0,1
10295,14995,2.0,[],[],[],[],,,0.0,[],2.5,60
10296,14995,34.0,"['325', '506e']","['PD325', 'PD564']","['PD427', 'PA452']","[2.2, 12.0]",8.0,4.6,3.9,"[1.4, 1.7]",33.8,2
10297,14995,35.0,"['207', '506v']","['PH202', 'PA446']","['PA151', 'PA452']","[15.2, 8.7]",3.8,4.6,1.6,"[1.5, 1.3]",36.8,1
10298,14995,,[],[],[],[],,,,[],,
10299,14995,47.0,"['106', '507']","['PD89', 'PD581']","['PD161', 'PA322']","[14.1, 26.0]",2.6,3.3,0.6,"[4.6, 2.2]",53.4,1
10300,14995,23.0,"['L1', 'L2R', '506']","['96', '44', 'PA450']","['44', '70', 'PA452']","[4.4, 2.6, 3.0]",0.8,4.6,1.3,"[1.8, 1.9, 2.7]",23.0,8
10301,14995,24.0,"['L5R', 'L2R', '509']","['76', '4', 'PA450']","['4', '70', 'PA452']","[3.7, 4.4, 3.3]",7.5,4.6,1.3,"[1.2, 1.6, 1.5]",29.1,1
10302,14995,49.0,"['L4R', 'L5V', 'L6', 'L2R', '509']","['49', '98', '61', '29', 'PA450']","['98', '61', '29', '70', 'PA452']","[6.2, 11.9, 4.0, 1.6, 3.3]",5.0,4.6,1.3,"[2.0, 1.3, 1.4, 1.7, 1.7]",45.8,1
10303,14995,42.0,"['J15c', 'L5V', '121']","['PJ368', '73', 'PA724']","['PJ987', '78', 'PA276']","[7.1, 8.8, 8.3]",1.2,4.3,3.0,"[1.1, 1.2, 5.8]",40.8,5
10304,14995,49.0,"['J07', 'L5R', 'L1', '507']","['PJ164', '73', '91', 'PA335']","['PJ987', '91', '38', 'PA433']","[7.6, 2.2, 9.8, 6.8]",7.8,3.4,4.1,"[2.3, 2.1, 2.4, 2.3]",50.8,1
10305,14995,62.0,"['B18', 'L3', 'L2R', '506e']","['PB1340', '108', '12', 'PA450']","['PB1000', '12', '70', 'PA452']","[17.0, 11.4, 6.8, 2.6]",8.5,4.6,8.7,"[4.8, 2.0, 3.1, 2.6]",72.0,1
10306,14995,22.0,"['201', '507']","['PA54', 'PA449']","['PA57', 'PA322']","[3.8, 5.7]",4.6,3.3,1.2,"[1.2, 1.7]",21.5,1
